title,price,area,property_url,page_number,property_index,scraped_at,posting_date_text,parsed_posting_date
3 BHK  House for Sale in Kalkere Bangalore,₹1.60 Cr,2160 sqft,https://www.magicbricks.com/sankalpa-green-park-kalkere-bangalore-pdpid-4d4235303237303235,1,27,2025-08-10 18:19:36.138389,Updated today,2025-08-10 12:00:00.000000
"3 BHK Apartment for Sale in Kundalahalli, Brookefield Bangalore",₹1.20 Cr,1500 sqft,https://www.magicbricks.com/prism-sovereign-kundalahalli-bangalore-pdpid-4d4235303339373239,1,28,2025-08-10 18:19:36.138946,Updated today,2025-08-10 12:00:00.000000
3 BHK Apartment for Sale in Block 6th Stage 6th Banashankari Bangalore,₹1.50 Cr,1420 sqft,https://www.magicbricks.com/sobha-hillview-banashankari-6th-stage-6th-block-bangalore-pdpid-4d4235303036343334,1,29,2025-08-10 18:19:36.139461,Updated today,2025-08-10 12:00:00.000000
"3 BHK Villa for Sale in Vajarahalli, Vajarahalli Bangalore",₹1.80 Cr,1400 sqft,https://www.magicbricks.com/bluejay-malgudi-vajarahalli-bangalore-pdpid-4d4235303933343235,1,30,2025-08-10 18:19:36.139938,Updated today,2025-08-10 12:00:00.000000
2 BHK Apartment for Sale in Chikkavaderapura Bangalore,₹1.51 Cr,1256 sqft,https://www.magicbricks.com/abhee-celestial-city-chikkavaderapura-bangalore-pdpid-4d4235343137383235,2,4,2025-08-10 18:19:40.959480,Updated today,2025-08-10 12:00:00.000000
2 BHK Apartment for Sale in Attibele Bangalore,₹40.7 Lac,704 sqft,https://www.magicbricks.com/dsmax-sarovar-attibele-bangalore-pdpid-4d4235303236313032,2,10,2025-08-10 18:19:40.963947,Updated today,2025-08-10 12:00:00.000000
3 BHK Apartment for Sale in Phase 7 JP Nagar Bangalore,₹1.26 Cr,1230 sqft,https://www.magicbricks.com/shivaganga-opal-jp-nagar-phase-7-bangalore-pdpid-4d4235303239333836,2,12,2025-08-10 18:19:40.965221,Updated today,2025-08-10 12:00:00.000000
2 BHK Apartment for Sale in Gunjur Bangalore,₹1.36 Cr,1000 sqft,https://www.magicbricks.com/abhee-aaria-gunjur-bangalore-pdpid-4d4235343239303739,2,15,2025-08-10 18:19:40.967834,Updated today,2025-08-10 12:00:00.000000
2 BHK Apartment for Sale in Sarjapur Road Bangalore,₹47.5 Lac,1078 sqft,https://www.magicbricks.com/sowparnika-chandrakantha-sarjapur-road-bangalore-pdpid-4d4235303036343139,2,16,2025-08-10 18:19:40.968479,Updated 15 hours ago,2025-08-10 03:19:40.968453
"2 BHK Apartment for Sale in Jalahalli, Jalahalli, Outer Ring Road Bangalore",₹73 Lac,1020 sqft,https://www.magicbricks.com/shriram-sameeksha-jalahalli-bangalore-pdpid-4d4235303138313630,2,18,2025-08-10 18:19:40.969792,Updated 15 hours ago,2025-08-10 03:19:40.969783
Plot/Land for Sale in Varthur Bangalore,₹1.50 Cr,1500 sqft,https://www.magicbricks.com/sankalpa-perl-varthur-bangalore-pdpid-4d4235303138353635,2,21,2025-08-10 18:19:40.971459,Updated 14 hours ago,2025-08-10 04:19:40.971448
4 BHK Penthouse for Sale in Whitefield Bangalore,₹3.69 Cr,4100 sqft,https://www.magicbricks.com/birla-alokya-whitefield-bangalore-pdpid-4d4235313235363835,2,22,2025-08-10 18:19:40.972077,Updated 14 hours ago,2025-08-10 04:19:40.972069
3 BHK Apartment for Sale in Uttarahalli Hobli Bangalore,₹66 Lac,1000 sqft,https://www.magicbricks.com/amity-temple-bay-uttarahalli-bangalore-pdpid-4d4235303831393236,2,23,2025-08-10 18:19:40.972669,Updated 14 hours ago,2025-08-10 04:19:40.972661
2 BHK Apartment for Sale in CV Raman Nagar Bangalore,₹92 Lac,1100 sqft,https://www.magicbricks.com/samhita-square-c-v-raman-nagar-bangalore-pdpid-4d4235303037343734,2,26,2025-08-10 18:19:40.974622,Updated 14 hours ago,2025-08-10 04:19:40.974607
1 BHK Apartment for Sale in Phase 1 Electronics City Bangalore,₹68 Lac,755 sqft,https://www.magicbricks.com/shriram-summitt-electronics-city-phase-1-bangalore-pdpid-4d4235303833333339,2,27,2025-08-10 18:19:40.975193,Updated 14 hours ago,2025-08-10 04:19:40.975187
2 BHK Apartment for Sale in Borewell Road Bangalore,₹1.75 Cr,900 sqft,https://www.magicbricks.com/casa-gopalan-borewell-road-bangalore-pdpid-4d4235303239393431,2,28,2025-08-10 18:19:40.975782,Updated 14 hours ago,2025-08-10 04:19:40.975776
3 BHK Apartment for Sale in Indiranagar Bangalore,₹3.64 Cr,2050 sqft,https://www.magicbricks.com/godrej-athena-indira-nagar-bangalore-pdpid-4d4235333930333033,2,29,2025-08-10 18:19:40.976526,Updated today,2025-08-10 12:00:00.000000
