title,price,area,property_url,page_number,property_index,scraped_at,posting_date_text,parsed_posting_date,bathrooms,balcony,property_type,furnishing,floor_details,locality,society,status,facing,parking,ownership,transaction,overlooking,data_quality_score,validation_issues,is_valid
4 BHK Builder Floor for Sale in Sector 26 Gurgaon,4.25 Cr,1900 sqft,https://www.magicbricks.com/dlf-city-phase-1-sector-26-gurgaon-pdpid-4d4235303130303135,1,27,2025-08-11 12:26:08.994783,Updated today,2025-08-11 12:00:00.000000,4,4,4 BHK,Semi-Furnished,1 out of 4,,DLF City Phase 1,Ready to Move,,,,Resale,,89.5,[],True
2 BHK Apartment for Sale in Phase 5 DLF Gurgaon,1.26 Cr,982 sqft,https://www.magicbricks.com/dlf-princeton-estate-dlf-phase-5-gurgaon-pdpid-4d4235303031343431,1,29,2025-08-11 12:26:08.997156,Updated today,2025-08-11 12:00:00.000000,2,1,2 BHK,Furnished,2 out of 6,,DLF Princeton Estate,Ready to Move,East,1 Covered,,Resale,,100.0,[],True
3 BHK Apartment for Sale in Sector 79 Gurgaon,2.04 Cr,1629 sqft,https://www.magicbricks.com/m3m-antalya-hills-phase-i-sector-79-gurgaon-pdpid-4d4235333930323531,1,30,2025-08-11 12:26:08.998641,Updated today,2025-08-11 12:00:00.000000,3,3,3 BHK,Semi-Furnished,4 out of 4,,M3M Antalya Hills Phase I,,,,Freehold,Resale,,89.5,[],True
3 BHK Apartment for Sale in Sector 49 Gurgaon,4.80 Cr,2238 sqft,https://www.magicbricks.com/godrej-aristocrat-sector-49-gurgaon-pdpid-4d4235343138383333,2,1,2025-08-11 12:26:14.191789,Updated 7 hours ago,2025-08-11 05:26:14.190667,3,4,3 BHK,Unfurnished,9 out of 30,,Godrej Aristocrat,,East,2 Covered,Freehold,Resale,Garden/Park,105.3,[],True
4 BHK Apartment for Sale in Sector 112 Gurgaon,8 Cr,4800 sqft,https://www.magicbricks.com/experion-windchants-sector-112-gurgaon-pdpid-4d4235303232333739,2,2,2025-08-11 12:26:14.193664,Updated 7 hours ago,2025-08-11 05:26:14.192494,4,3,4 BHK,Semi-Furnished,15 out of 25,,Experion Windchants,Ready to Move,East,3 Covered,Freehold,Resale,"Garden/Park, Pool, Main Road",110.5,[],True
3 BHK Apartment for Sale in Dwarka Expressway Gurgaon,4.62 Cr,2570 sqft,https://www.magicbricks.com/indiabulls-estate-and-club-dwarka-expressway-gurgaon-pdpid-4d4235343237333637,2,4,2025-08-11 12:26:14.195831,Updated 7 hours ago,2025-08-11 05:26:14.194935,4,2,3 BHK,Semi-Furnished,21 out of 44,,Indiabulls Estate and Club,,,,,New Property,"Garden/Park, Main Road, Pool",89.5,[],True
2 BHK Apartment for Sale in Sector 68 Gurgaon,2.12 Cr,1325 sqft,https://www.magicbricks.com/m3m-marina-sector-68-gurgaon-pdpid-4d4235303732323235,2,5,2025-08-11 12:26:14.197840,Updated 7 hours ago,2025-08-11 05:26:14.196781,2,4,2 BHK,Furnished,3 out of 15,,M3M Marina,Ready to Move,South -West,,Leasehold,Resale,"Garden/Park, Pool",105.3,[],True
3 BHK Penthouse for Sale in South City 1 Gurgaon,7 Cr,2300 sqft,https://www.magicbricks.com/the-retreat-south-city-1-gurgaon-pdpid-4d4235303837333734,2,6,2025-08-11 12:26:14.199756,Updated 7 hours ago,2025-08-11 05:26:14.198474,4,2,3 BHK,Unfurnished,11 out of 11,,The Retreat,Ready to Move,North - East,1 Open,Freehold,Resale,"Garden/Park, Main Road",110.5,[],True
"4 BHK Apartment for Sale in Fazilpur Jharsa, Sector 72, Sohna Road Gurgaon",6 Cr,2080 sqft,https://www.magicbricks.com/tata-primanti-fazilpur-jharsa-gurgaon-pdpid-4d4235303030313431,2,7,2025-08-11 12:26:14.201997,Updated 7 hours ago,2025-08-11 05:26:14.200911,4,4,4 BHK,Semi-Furnished,19 out of 38,,Tata Primanti,Ready to Move,North - East,2 Covered,Freehold,Resale,Garden/Park,110.5,[],True
2 BHK Apartment for Sale in Sector 68 Gurgaon,1.50 Cr,800 sqft,https://www.magicbricks.com/m3m-marina-sector-68-gurgaon-pdpid-4d4235303732323235,2,8,2025-08-11 12:26:14.203683,Updated 7 hours ago,2025-08-11 05:26:14.202628,2,,2 BHK,Furnished,15 out of 21,,M3M Marina,Ready to Move,,1 Covered,Freehold,Resale,Garden/Park,100.0,[],True
4 BHK Apartment for Sale in Sector 90 Gurgaon,3.30 Cr,1800 sqft,https://www.magicbricks.com/dlf-regal-gardens-sector-90-gurgaon-pdpid-4d4235303238333839,2,9,2025-08-11 12:26:14.205269,Updated 7 hours ago,2025-08-11 05:26:14.204292,3,,4 BHK,Semi-Furnished,7 out of 11,,DLF Regal Gardens,Ready to Move,North,,Freehold,Resale,,94.7,[],True
Plot/Land for Sale in Sector 109 Gurgaon,9.38 Cr,4968 sqft,https://www.magicbricks.com/experion-the-westerlies-sector-109-gurgaon-pdpid-4d4235303131353736,2,11,2025-08-11 12:26:14.207205,Updated 7 hours ago,2025-08-11 05:26:14.206416,,,Plot,,,,Experion The Westerlies,,75 m,,,Resale,,68.4,[],True
3 BHK Apartment for Sale in Sector 112 Gurgaon,3.80 Cr,2520 sqft,https://www.magicbricks.com/tata-gurgaon-gateway-sector-112-gurgaon-pdpid-4d4235303239353935,2,12,2025-08-11 12:26:14.208652,Updated 7 hours ago,2025-08-11 05:26:14.207742,3,3,3 BHK,Semi-Furnished,13 out of 23,,Tata Gurgaon Gateway,Ready to Move,,,,Resale,Main Road,94.7,[],True
4 BHK Villa for Sale in Sector 72 Gurgaon,6.75 Cr,3350 sqft,https://www.magicbricks.com/tata-primanti-villas-sector-72-gurgaon-pdpid-4d4235323835333431,2,13,2025-08-11 12:26:14.210231,Updated 7 hours ago,2025-08-11 05:26:14.209230,5,3,4 BHK,Semi-Furnished,,,Tata Primanti Villas,Ready to Move,South,2 Covered,Freehold,Resale,Garden/Park,105.3,[],True
3 BHK Apartment for Sale in Sector 79 Gurgaon,1.65 Cr,1335 sqft,https://www.magicbricks.com/signature-global-city-79b-sector-79-gurgaon-pdpid-4d4235343137363037,2,14,2025-08-11 12:26:14.212150,Updated 7 hours ago,2025-08-11 05:26:14.210791,3,1,3 BHK,Semi-Furnished,1 out of 4,,Signature Global City 79B,,East,,Freehold,Resale,,94.7,[],True
3 BHK Apartment for Sale in Pataudi Road Gurgaon,2.25 Cr,2200 sqft,https://www.magicbricks.com/tulip-ace-pataudi-road-gurgaon-pdpid-4d4235303137313634,2,15,2025-08-11 12:26:14.213744,Updated 7 hours ago,2025-08-11 05:26:14.212776,4,4,3 BHK,Semi-Furnished,8 out of 12,,Tulip Ace,Ready to Move,,,,New Property,"Main Road, Pool, Garden/Park",94.7,[],True
"4 BHK Builder Floor for Sale in Malibu Town, Sector 47 Gurgaon",6.50 Cr,3600 sqft,https://www.magicbricks.com/modern-luxurious-floors-at-malibu-town-malibu-town-gurgaon-pdpid-4d4235343232393333,2,16,2025-08-11 12:26:14.215586,Updated 7 hours ago,2025-08-11 05:26:14.214414,5,3,4 BHK,Furnished,"Carpet Area3600 sqftStatusReady to MoveFloor4 out of 4TransactionResaleFurnishingFurnishedfacingNorth - WestoverlookingGarden/Park, Main Road, PoolSocietyModern Luxurious Floors at Malibu TownOwnershipFreeholdCar Parking3 Covered,Bathroom5Balcony3",,Modern Luxurious Floors at Malibu Town,Ready to Move,North - West,"3 Covered,",Freehold,Resale,"Garden/Park, Main Road, Pool",110.5,[],True
3 BHK Apartment for Sale in Sector 69 Gurgaon,2.30 Cr,1200 sqft,https://www.magicbricks.com/tulip-yellow-sector-69-gurgaon-pdpid-4d4235313330303431,2,17,2025-08-11 12:26:14.217226,Updated 7 hours ago,2025-08-11 05:26:14.216178,3,3,3 BHK,Unfurnished,13 out of 26,,Tulip Yellow,,East,,Freehold,Resale,,94.7,[],True
3 BHK Apartment for Sale in Sector 84 Gurgaon,1.95 Cr,14009 sqft,https://www.magicbricks.com/ss-almeria-sector-84-gurgaon-pdpid-4d4235303137373033,2,20,2025-08-11 12:26:14.219822,Updated 7 hours ago,2025-08-11 05:26:14.218926,3,2,3 BHK,Furnished,2 out of 3,,SS Almeria,Ready to Move,Read more,,,Resale,,94.7,[],True
4 BHK Apartment for Sale in Golf Course Road Gurgaon,9 Cr,3120 sqft,https://www.magicbricks.com/parsvnath-exotica-golf-course-road-gurgaon-pdpid-4d4235303139373132,2,21,2025-08-11 12:26:14.221478,Updated 7 hours ago,2025-08-11 05:26:14.220401,4,4,4 BHK,Semi-Furnished,3 out of 17,,Parsvnath Exotica,Ready to Move,North,"1 Covered,",Freehold,Resale,"Garden/Park, Main Road",110.5,[],True
2 BHK Apartment for Sale in Sector 61 Gurgaon,2.28 Cr,1365 sqft,https://www.magicbricks.com/pioneer-park-sector-61-gurgaon-pdpid-4d4235303139363432,2,22,2025-08-11 12:26:14.222785,Updated 2 hours ago,2025-08-11 10:26:14.221982,2,,2 BHK,Semi-Furnished,6 out of 20,,Pioneer Park,Ready to Move,,1 Covered,,Resale,,89.5,[],True
4 BHK Apartment for Sale in Sector 91 Gurgaon,3.75 Cr,2700 sqft,https://www.magicbricks.com/dlf-new-town-heights-3-sector-91-gurgaon-pdpid-4d4235303837323937,2,23,2025-08-11 12:26:14.224346,Updated 8 hours ago,2025-08-11 04:26:14.223348,4,4,4 BHK,Semi-Furnished,7 out of 21,,DLF New Town Heights 3,Ready to Move,East,"2 Covered,",Freehold,Resale,"Garden/Park, Pool, Main Road",110.5,[],True
"3 BHK Apartment for Sale in Sector 77, Delhi Gurgaon Expressway Gurgaon",1.90 Cr,1450 sqft,https://www.magicbricks.com/emaar-palm-hills-sector-77-gurgaon-pdpid-4d4235303232343931,2,24,2025-08-11 12:26:14.225804,Posted: 9 hours ago,2025-08-11 03:26:14.224897,3,3,3 BHK,Semi-Furnished,3 out of 10,,Emaar Palm Hills,Ready to Move,North - East,,Freehold,Resale,Garden/Park,105.3,[],True
2 BHK Apartment for Sale in Sector 102 Gurgaon,73.5 Lac,605 sqft,https://www.magicbricks.com/suncity-avenue-102-sector-102-gurgaon-pdpid-4d4235303836353731,2,25,2025-08-11 12:26:14.227290,Posted: 12 hours ago,2025-08-11 00:26:14.226433,2,1,2 BHK,Furnished,6 out of 12,,Suncity Avenue 102,Ready to Move,,,,Resale,,89.5,[],True
3 BHK Apartment for Sale in Sector 111 Gurgaon,5.20 Cr,1800 sqft,https://www.magicbricks.com/puri-diplomatic-residences-sector-111-gurgaon-pdpid-4d4235343139333031,2,26,2025-08-11 12:26:14.228868,Posted: 12 hours ago,2025-08-11 00:26:14.227851,3,3,3 BHK,Semi-Furnished,30 out of 33,,Puri Diplomatic Residences,,,2 Covered,Freehold,Resale,"Garden/Park, Pool, Main Road",100.0,[],True
4 BHK Builder Floor for Sale in Sector 66 Gurgaon,5.35 Cr,1542 sqft,https://www.magicbricks.com/emaar-mgf-marbella-sector-66-gurgaon-pdpid-4d4235303232343438,2,27,2025-08-11 12:26:14.230378,Updated 7 hours ago,2025-08-11 05:26:14.229395,3,3,4 BHK,Semi-Furnished,2 out of 4,,Emaar MGF Marbella,Ready to Move,,,,Resale,,89.5,[],True
4 BHK Builder Floor for Sale in Sector 63A Gurgaon,3.15 Cr,1776 sqft,https://www.magicbricks.com/anant-raj-estate-sector-63a-gurgaon-pdpid-4d4235303233383439,2,29,2025-08-11 12:26:14.232595,Updated 9 hours ago,2025-08-11 03:26:14.231559,4,2,4 BHK,Semi-Furnished,2 out of 4,,Anant Raj Estate,Ready to Move,South,,Freehold,New Property,Main Road,105.3,[],True
3 BHK Apartment for Sale in Phase 2 Greenopolis Gurgaon,2 Cr,1450 sqft,https://www.magicbricks.com/orris-3c-greenopolis-sector-89-gurgaon-pdpid-4d4235303238343130,3,1,2025-08-11 12:26:18.353726,Updated 3 hours ago,2025-08-11 09:26:18.352697,3,3,3 BHK,Unfurnished,14 out of 14,,Orris 3c Greenopolis,Ready to Move,West,,Leasehold,New Property,Garden/Park,105.3,[],True
3 BHK Apartment for Sale in Sector 63A Gurgaon,3.15 Cr,1900 sqft,https://www.magicbricks.com/signature-global-city-63a-sector-63a-gurgaon-pdpid-4d4235333333323633,3,2,2025-08-11 12:26:18.355275,Updated 4 hours ago,2025-08-11 08:26:18.354323,3,2,3 BHK,Semi-Furnished,4 out of 4,,Signature Global City 63A,Ready to Move,North,,Freehold,Resale,Garden/Park,105.3,[],True
3 BHK Apartment for Sale in Sector 79 Gurgaon,2.65 Cr,1560 sqft,https://www.magicbricks.com/bestech-altura-sector-79-gurgaon-pdpid-4d4235303839373234,3,3,2025-08-11 12:26:18.356899,Posted: 1 hour ago,2025-08-11 11:26:18.355841,3,2,3 BHK,Semi-Furnished,7 out of 19,,Bestech Altura,Ready to Move,West,,Freehold,New Property,Main Road,105.3,[],True
"2 BHK Apartment for Sale in Sector 37C, Delhi Gurgaon Expressway Gurgaon",64 Lac,516 sqft,https://www.magicbricks.com/the-trisara-apex-our-homes-sector-37c-gurgaon-pdpid-4d4235303239383330,3,4,2025-08-11 12:26:18.358349,Updated yesterday,2025-08-10 12:00:00.000000,1,1,2 BHK,Semi-Furnished,4 out of 11,,The Trisara Apex Our Homes,Ready to Move,,,Freehold,Resale,,94.7,[],True
"2 BHK Apartment for Sale in Sector 95A, Pataudi Road Gurgaon",82 Lac,654 sqft,https://www.magicbricks.com/signature-the-roselia-sector-95a-gurgaon-pdpid-4d4235303937303835,3,5,2025-08-11 12:26:18.359672,Updated yesterday,2025-08-10 12:00:00.000000,2,,2 BHK,Semi-Furnished,15 out of 17,,Signature The Roselia,Ready to Move,,,,Resale,,84.2,[],True
3 BHK Apartment for Sale in Phase 1 DLF Gurgaon,3 Cr,1800 sqft,https://www.magicbricks.com/dlf-city-plot-phase-1-dlf-phase-1-gurgaon-pdpid-4d4235303934333035,3,7,2025-08-11 12:26:18.361863,Updated yesterday,2025-08-10 12:00:00.000000,3,3,3 BHK,Furnished,3 out of 4,,DLF City Plot Phase 1,Ready to Move,East,"2 Covered,",Freehold,Resale,"Garden/Park, Main Road",110.5,[],True
3 BHK Apartment for Sale in Sector 48 Gurgaon,7 Cr,2000 sqft,https://www.magicbricks.com/bella-vista-central-park-2-sector-48-gurgaon-pdpid-4d4235313333303631,3,9,2025-08-11 12:26:18.365389,Updated yesterday,2025-08-10 12:00:00.000000,3,3,3 BHK,Furnished,3 out of 35,,Bella Vista Central Park 2,Ready to Move,East,2 Covered,Freehold,Resale,"Garden/Park, Pool, Main Road",110.5,[],True
4 BHK House for Sale in Sector 109 Gurgaon,8.50 Cr,1500 sqft,https://www.magicbricks.com/sobha-international-city-sector-109-gurgaon-pdpid-4d4235303130343136,3,13,2025-08-11 12:26:18.368729,Updated yesterday,2025-08-10 12:00:00.000000,4,2,4 BHK,Semi-Furnished,1 out of 2,,Sobha International City,Ready to Move,South -West,2 Open,Freehold,Resale,"Garden/Park, Main Road",110.5,[],True
5 BHK Apartment for Sale in Sector 106 Gurgaon,5.50 Cr,4250 sqft,https://www.magicbricks.com/paras-dews-sector-106-gurgaon-pdpid-4d4235303130333033,3,14,2025-08-11 12:26:18.370354,Updated yesterday,2025-08-10 12:00:00.000000,5,5,5 BHK,Semi-Furnished,24 out of 24,,Paras Dews,Ready to Move,North,2 Covered,Freehold,Resale,"Garden/Park, Main Road",110.5,[],True
3 BHK Apartment for Sale in Sector 70 Gurgaon,1.55 Cr,950 sqft,https://www.magicbricks.com/tulip-orange-sector-70-gurgaon-pdpid-4d4235303137313631,3,16,2025-08-11 12:26:18.372448,Updated yesterday,2025-08-10 12:00:00.000000,2,2,3 BHK,Semi-Furnished,Ground out of 14,,Tulip Orange,Ready to Move,North - East,,,Resale,"Garden/Park, Pool",100.0,[],True
2 BHK House for Sale in Sector 67 Gurgaon,30 Lac,50 sqft,https://www.magicbricks.com/maruti-kunj-sector-67-gurgaon-pdpid-4d4235313731383237,3,18,2025-08-11 12:26:18.374248,Updated yesterday,2025-08-10 12:00:00.000000,1,,2 BHK,Unfurnished,,,Maruti Kunj,Ready to Move,,,,Resale,,78.9,[],True
3 BHK Apartment for Sale in Sector 2 Sohna Gurgaon,1.80 Cr,1465 sqft,https://www.magicbricks.com/lorven-ashiana-mulberry-sohna-sector-2-gurgaon-pdpid-4d4235303738383139,3,19,2025-08-11 12:26:18.375725,Updated today,2025-08-11 12:00:00.000000,2,4,3 BHK,Semi-Furnished,8 out of 17,,Lorven Ashiana Mulberry,Ready to Move,East,,Freehold,Resale,"Pool, Garden/Park, Main Road",105.3,[],True
3 BHK Builder Floor for Sale in Sector 49 Gurgaon,97.8 Lac,1650 sqft,https://www.magicbricks.com/southend-floors-sector-49-gurgaon-pdpid-4d4235303130343331,3,20,2025-08-11 12:26:18.376950,"Posted: Aug 05, '25",,3,,3 BHK,Semi-Furnished,Super Area1650 sqftStatusReady to MoveTransactionResaleFurnishingSemi-FurnishedSocietySouthend FloorsBathroom3,,Southend Floors,Ready to Move,,,,Resale,,78.9,[],True
3 BHK Builder Floor for Sale in Sector 63A Gurgaon,3 Cr,1950 sqft,https://www.magicbricks.com/anant-raj-estate-sector-63a-gurgaon-pdpid-4d4235303233383439,3,24,2025-08-11 12:26:18.380789,Updated 4 days ago,2025-08-07 12:26:18.379607,3,3,3 BHK,Furnished,2 out of 4,,Anant Raj Estate,Ready to Move,East,1 Covered,Freehold,Resale,Garden/Park,110.5,[],True
3 BHK Apartment for Sale in Sector 36 Sohna Gurgaon,1.30 Cr,1081 sqft,https://www.magicbricks.com/signature-global-park-4-and-5-sohna-sector-36-gurgaon-pdpid-4d4235323036343435,3,25,2025-08-11 12:26:18.382605,Updated yesterday,2025-08-10 12:00:00.000000,2,3,3 BHK,Furnished,4 out of 4,,Signature Global Park 4 and 5,Ready to Move,West,,Freehold,Resale,"Garden/Park, Pool",105.3,[],True
"4 BHK Apartment for Sale in Behrampur Village, Sector 71, Sohna Road Gurgaon",1.35 Cr,2193 sqft,https://www.magicbricks.com/chd-avenue-71-behrampur-village-gurgaon-pdpid-4d4235303233303330,4,4,2025-08-11 12:26:22.198200,"Posted: Aug 05, '25",,3,,4 BHK,Semi-Furnished,,,CHD Avenue 71,Ready to Move,,,,Resale,,73.7,[],True
4 BHK Apartment for Sale in Rail Vihar Sector 56 Gurgaon,66.4 Lac,1850 sqft,https://www.magicbricks.com/rail-vihar-rail-vihar-gurgaon-pdpid-4d4235313732313131,4,5,2025-08-11 12:26:22.199517,"Posted: Aug 05, '25",,3,,4 BHK,Semi-Furnished,,,Rail Vihar,Ready to Move,,,,Resale,,73.7,[],True
"2 BHK Apartment for Sale in Tikri, Sector 48, Sohna Road Gurgaon",84.7 Lac,850 sqft,https://www.magicbricks.com/vipul-world-floors-tikri-gurgaon-pdpid-4d4235313639393431,4,8,2025-08-11 12:26:22.201667,"Posted: Aug 05, '25",,2,,2 BHK,Semi-Furnished,Carpet Area850 sqftStatusReady to MoveTransactionResaleFurnishingSemi-FurnishedSocietyVipul World FloorsBathroom2,,Vipul World Floors,Ready to Move,,,,Resale,,78.9,[],True
"3 BHK Apartment for Sale in Tikri, Sector 48, Sohna Road Gurgaon",2.82 Cr,3325 sqft,https://www.magicbricks.com/central-park-2-tikri-gurgaon-pdpid-4d4235303137343035,4,9,2025-08-11 12:26:22.202907,"Posted: Aug 05, '25",,3,,3 BHK,Furnished,,,Central Park 2,Ready to Move,,,,Resale,,73.7,[],True
"3 BHK Apartment for Sale in Tikri, Sector 48, Sohna Road Gurgaon",2.37 Cr,2800 sqft,https://www.magicbricks.com/central-park-2-tikri-gurgaon-pdpid-4d4235303137343035,4,10,2025-08-11 12:26:22.204234,"Posted: Aug 05, '25",,3,,3 BHK,Unfurnished,,,Central Park 2,Ready to Move,,,,Resale,,73.7,[],True
5 BHK Builder Floor for Sale in Surya Vihar Sector 21 Gurgaon,1.48 Cr,2500 sqft,https://www.magicbricks.com/mittal-surya-vihar-surya-vihar-sector-21-gurgaon-pdpid-4d4235303635383132,4,14,2025-08-11 12:26:22.207058,"Posted: Aug 05, '25",,5,,5 BHK,Furnished,Read more,,Mittal Surya Vihar,Ready to Move,,,,Resale,,78.9,[],True
"2 BHK Apartment for Sale in Chakkarpur, Sector 28 Gurgaon",32.3 Lac,100 sqyrd,https://www.magicbricks.com/maruti-vihar-colony-chakkarpur-gurgaon-pdpid-4d4235303736393331,4,21,2025-08-11 12:26:22.211347,"Posted: Aug 05, '25",,2,,2 BHK,Unfurnished,,,Maruti Vihar Colony,Ready to Move,,,,Resale,,73.7,[],True
"1 BHK Apartment for Sale in Chakkarpur, Sector 28 Gurgaon",32.7 Lac,800 sqft,https://www.magicbricks.com/maruti-vihar-colony-chakkarpur-gurgaon-pdpid-4d4235303736393331,4,22,2025-08-11 12:26:22.212817,"Posted: Aug 05, '25",,1,,1 BHK,Semi-Furnished,,,Maruti Vihar Colony,Ready to Move,,,,Resale,,73.7,[],True
